subset,metric,tcn_value,representative_best_model,representative_best_value,delta_vs_best,pct_delta_vs_best
FD001,rmse,17.313646553026082,gradient_boosting,12.81370316322021,4.499943389805873,35.11821159336887
FD001,mae,13.020024485588074,random_forest,9.623472574185074,3.396551911403,35.29445203090448
FD001,nasa_s_score,654.0603150736201,gradient_boosting,247.4554490431981,406.60486603042204,164.3143715778275
FD001,critical_rmse_50,10.673168851141549,gru_safety_mse,4.863028563746762,5.810140287394787,119.47575900969652
FD001,overestimation_ratio,0.55,gru_safety_mse,0.4666666666666666,0.08333333333333343,17.85714285714288
FD001,overestimation_magnitude,7.315637950897217,,,,
FD002,rmse,16.760625770170805,gru,17.81181054630617,-1.051184776135365,-5.901616645890952
FD002,mae,12.72508241280319,gru,13.148470331496409,-0.42338791869321923,-3.220054561624691
FD002,nasa_s_score,1234.0497937568964,gru,1526.640566541515,-292.5907727846186,-19.16566212094443
FD002,critical_rmse_50,8.964733352361154,gru_safety_mse,8.123940397647951,0.8407929547132031,10.349570695479624
FD002,overestimation_ratio,0.4774774774774774,gru_safety_mse,0.3075933075933075,0.16988416988416988,55.23012552301256
FD002,overestimation_magnitude,5.490921207683274,gru_safety_mse,3.4096161352621537,2.0813050724211206,61.04221090744857
FD003,rmse,18.890550193387718,gradient_boosting,13.208707858844647,5.68184233454307,43.01588312242418
FD003,mae,13.91968420902888,gradient_boosting,9.665715598304857,4.253968610724023,44.01090190849471
FD003,nasa_s_score,1245.591309598171,gradient_boosting,311.84973003426376,933.7415795639072,299.42035847243307
FD003,critical_rmse_50,13.700073613006916,random_forest,4.761971324153413,8.938102288853504,187.69752441637237
FD003,overestimation_ratio,0.48,gru_safety_mse,0.43,0.04999999999999999,11.627906976744184
FD003,overestimation_magnitude,8.002098016738891,,,,
FD004,rmse,19.279861410159125,random_forest,20.182965517576413,-0.9031041074172883,-4.474585791819426
FD004,mae,14.598569284203233,random_forest,15.065328309795044,-0.46675902559181104,-3.0982333474162504
FD004,nasa_s_score,2230.7847421679094,gradient_boosting,2854.620599689753,-623.8358575218435,-21.853547108489426
FD004,critical_rmse_50,13.720764948358203,gru_safety_mse,14.6199309756471,-0.8991660272888957,-6.150275461537173
FD004,overestimation_ratio,0.5174731182795699,gru_safety_mse,0.3938172043010752,0.12365591397849468,31.39931740614336
FD004,overestimation_magnitude,7.322619297171151,gru_safety_mse,5.509153607071087,1.813465690100064,32.91731941858458
